id	label	query
1_5_2	10	SELECT DISTINCT dept_name FROM course NATURAL JOIN department WHERE credits = (SELECT max(credits) FROM course)
1_5_3	10	SELECT DISTINCT dept_name FROM course WHERE course_id NOT IN (SELECT course_id FROM course WHERE credits < some (select credits from course))
1_5_4	10	SELECT DISTINCT department.dept_name FROM department, course WHERE course.dept_name = department.dept_name AND credits = (SELECT max(credits) FROM course)
1_5_5	10	SELECT DISTINCT dept_name FROM course WHERE (SELECT max(credits) FROM course) = credits
1_5_6	10	SELECT DISTINCT dept_name FROM (SELECT * FROM (SELECT max(credits) AS maxcred FROM course) a, course WHERE maxcred = credits) b GROUP BY dept_name
1_5_7	10	SELECT DISTINCT dept_name FROM course WHERE credits IN (SELECT max(credits) FROM course)
1_5_8	10	SELECT DISTINCT department.dept_name FROM department, course WHERE course.dept_name = department.dept_name AND course.credits IN (SELECT max(credits) FROM course)
1_5_9	10	SELECT DISTINCT dept_name FROM course, (SELECT max(credits) AS maximum FROM course) tablec WHERE course.credits = tablec.maximum
1_5_10	10	WITH max_credits AS (SELECT max(credits) AS value FROM course) SELECT DISTINCT dept_name FROM course, max_credits WHERE course.credits = max_credits.value
1_5_11	10	WITH max_credits AS (SELECT max(credits) AS max_credit FROM course) SELECT DISTINCT dept_name FROM course, max_credits WHERE credits = max_credit
1_5_12	10	WITH max_credits AS (SELECT max(credits) FROM course) SELECT DISTINCT s.dept_name FROM (SELECT * FROM course NATURAL JOIN department) s, max_credits WHERE s.credits = (SELECT * FROM max_credits)
1_5_13	10	SELECT DISTINCT dept_name FROM (SELECT * FROM course WHERE credits = all (select max(credits) from course) ) a
1_5_14	10	SELECT DISTINCT dept_name FROM course, (SELECT max(credits) AS max_credits FROM course) a WHERE course.credits = max_credits
1_5_15	10	SELECT DISTINCT dept_name FROM department NATURAL JOIN course WHERE credits = (SELECT max(credits) FROM course)
1_5_16	10	SELECT DISTINCT dept_name FROM course WHERE credits >= net.sf.jsqlparser.expression.AllComparisonExpression@4e25154f
1_5_17	10	WITH newtab AS (SELECT * FROM department NATURAL JOIN course), maxi AS (SELECT max(credits) AS maximum FROM course) SELECT DISTINCT dept_name FROM newtab, maxi WHERE newtab.credits = maxi.maximum
1_5_18	10	SELECT DISTINCT dept_name FROM course, (SELECT max(credits) AS max_credits FROM course) c1 WHERE course.credits = c1.max_credits
1_5_19	10	SELECT DISTINCT dept_name FROM course NATURAL JOIN department WHERE credits = (SELECT max(credits) FROM course)
1_5_20	10	WITH max_credits AS (SELECT max(credits) FROM course) SELECT DISTINCT dept_name FROM course WHERE course.credits = (SELECT * FROM max_credits)
1_5_21	10	WITH max1 AS (SELECT max(course.credits) AS maximum FROM course) SELECT DISTINCT course.dept_name FROM course, max1 WHERE course.credits = max1.maximum
1_5_22	10	WITH max_value AS (SELECT max(credits) FROM course) SELECT DISTINCT dept_name FROM course WHERE credits = (SELECT * FROM max_value)
1_5_23	10	SELECT course_id FROM course WHERE course.credits = (SELECT max(credits) FROM course)
1_5_24	10	WITH max_credit AS (SELECT max(credits) AS max_c FROM course) SELECT DISTINCT dept_name FROM course, max_credit WHERE course.credits = max_credit.max_c
1_5_25	10	WITH rel AS (SELECT max(credits) AS credit FROM course) SELECT DISTINCT course.dept_name FROM rel, course WHERE rel.credit = course.credits
1_5_26	10	WITH max_credit AS (SELECT max(credits) AS cred FROM course) SELECT DISTINCT dept_name FROM course, max_credit WHERE course.credits = max_credit.cred
1_5_27	10	SELECT DISTINCT department.dept_name FROM department, course WHERE course.dept_name = department.dept_name AND (course.credits) IN (SELECT max(course.credits) AS maximum FROM course)
1_5_28	10	SELECT DISTINCT department.dept_name FROM course, department WHERE department.dept_name = course.dept_name AND credits = (SELECT max(course.credits) FROM course)
1_5_29	10	SELECT DISTINCT department.dept_name FROM department, course WHERE department.dept_name = course.dept_name AND course.credits = (SELECT max(course.credits) AS max_credit FROM course)
2_1_1	11	SELECT id, name, course_id FROM instructor FULL OUTER JOIN teaches USING (id)
2_1_2	11	SELECT DISTINCT id, name, course_id FROM instructor LEFT OUTER JOIN teaches
2_1_3	11	SELECT id, name, course_id FROM instructor LEFT OUTER JOIN teaches
2_1_4	11	SELECT DISTINCT id, name, course_id FROM instructor LEFT OUTER JOIN teaches
2_1_5	11	SELECT DISTINCT instructor.id, instructor.name, teaches.course_id FROM teaches RIGHT OUTER JOIN instructor ON instructor.id = teaches.id
2_1_6	11	SELECT id, name, course_id FROM instructor LEFT OUTER JOIN teaches GROUP BY id, name, course_id
2_1_7	11	SELECT DISTINCT instructor.id, name, teaches.course_id FROM instructor LEFT OUTER JOIN teaches ON (instructor.id = teaches.id)
2_1_8	11	SELECT DISTINCT instructor.id, instructor.name, teaches.course_id FROM instructor LEFT OUTER JOIN teaches ON instructor.id = teaches.id
2_1_9	11	SELECT DISTINCT * FROM (SELECT id, name FROM instructor) b LEFT OUTER JOIN (SELECT id, course_id FROM teaches) a
2_1_10	11	SELECT DISTINCT id, name, course_id FROM instructor LEFT OUTER JOIN teaches USING (id)
2_1_11	11	SELECT DISTINCT id, name, course_id FROM instructor LEFT JOIN teaches
2_1_12	11	SELECT id, name, course_id FROM instructor LEFT OUTER JOIN teaches
2_1_13	11	SELECT instructor.id, name, course_id FROM instructor LEFT OUTER JOIN teaches ON instructor.id = teaches.id
2_1_14	11	SELECT DISTINCT name, course_id FROM instructor LEFT OUTER JOIN teaches
2_1_15	11	SELECT DISTINCT t.id, t.name, t.course_id FROM (SELECT * FROM (SELECT * FROM instructor LEFT OUTER JOIN teaches) section) t
2_1_16	11	SELECT id, name, course_id FROM instructor NATURAL JOIN teaches
2_1_17	11	SELECT DISTINCT id, name, course_id FROM instructor NATURAL JOIN teaches
2_1_18	11	SELECT DISTINCT instructor.id, instructor.name, teaches.course_id FROM instructor LEFT OUTER JOIN teaches ON teaches.id = instructor.id
2_1_19	11	SELECT instructor.id, instructor.name, teaches.course_id FROM instructor LEFT OUTER JOIN teaches ON (teaches.id = instructor.id)
2_1_20	11	SELECT DISTINCT id, name, course_id FROM teaches RIGHT OUTER JOIN instructor
2_1_21	11	SELECT DISTINCT id, name, course_id FROM teaches RIGHT OUTER JOIN instructor
2_1_22	11	SELECT DISTINCT * FROM (SELECT instructor.id, instructor.name FROM instructor) a LEFT OUTER JOIN (SELECT teaches.id, teaches.course_id FROM teaches) b
2_1_23	11	SELECT DISTINCT id, name, course_id FROM instructor NATURAL JOIN teaches
2_2_1	12	SELECT id, name FROM student WHERE name LIKE '' OR name LIKE '' OR name LIKE '' OR name LIKE ''
2_2_2	12	SELECT student.id, student.name FROM student WHERE lower(student.name) LIKE ''
2_2_3	12	SELECT s.id, s.name FROM student AS s WHERE lower(s.name) LIKE ''
2_2_4	12	SELECT id, name FROM student WHERE lower(name) LIKE ('')
2_2_5	12	SELECT student.id, student.name FROM student WHERE (SELECT upper(name) FROM student AS stud WHERE stud.id = student.id) LIKE ''
2_2_6	12	SELECT id, name FROM student WHERE upper(name) LIKE upper('')
2_2_7	12	SELECT name FROM student WHERE lower(name) LIKE ''
2_2_8	12	SELECT id, name FROM student WHERE upper(name) LIKE ''
2_2_9	12	SELECT id, name FROM student WHERE name LIKE '' OR name LIKE ''
2_2_10	12	SELECT name FROM student WHERE upper(name) LIKE ''
2_2_11	12	SELECT id, name FROM student WHERE name LIKE ''
2_2_12	12	SELECT id, name FROM student WHERE lower(name) LIKE lower('')
2_2_13	12	SELECT DISTINCT id, name FROM student WHERE student.name LIKE '' OR student.name LIKE '' OR student.name LIKE '' OR student.name LIKE ''
2_2_14	12	SELECT student.name FROM student WHERE student.name LIKE ''
2_3_1	13	SELECT id, name FROM student LEFT OUTER JOIN takes WHERE course_id IS NULL AND semester = '' AND year = ''
2_3_2	13	SELECT student.id, student.name FROM student WHERE NOT EXISTS (SELECT id FROM (SELECT id, course_id FROM student NATURAL JOIN takes WHERE semester = '' AND year = '') did WHERE did.id = student.id)
2_3_3	13	WITH spring2010 AS (SELECT * FROM student NATURAL JOIN takes WHERE semester = '' AND year = 2010) SELECT id, name FROM student LEFT OUTER JOIN spring2010 WHERE course_id IS NULL
2_3_4	13	SELECT st.id, st.name FROM student AS st WHERE NOT EXISTS (SELECT * FROM (SELECT DISTINCT name, id FROM student NATURAL JOIN takes WHERE semester = '' AND year = 2010) tk WHERE tk.id = st.id)
2_3_5	13	SELECT id, name FROM student LEFT OUTER JOIN (SELECT * FROM takes WHERE semester = '' AND year = '') a WHERE course_id IS NULL
2_3_6	13	WITH a AS (SELECT * FROM takes WHERE semester = '' AND year = '') SELECT id, name FROM student LEFT OUTER JOIN a WHERE course_id IS NULL
2_3_7	13	SELECT id, name FROM student LEFT OUTER JOIN (SELECT id, name, course_id FROM student LEFT OUTER JOIN takes WHERE year = 2010 AND semester = '') a WHERE course_id IS NULL
2_3_8	13	SELECT id, name FROM student LEFT OUTER JOIN (SELECT * FROM takes WHERE semester = '' AND year = 2010) a WHERE course_id IS NULL
2_3_9	13	WITH t21 AS (SELECT id, course_id FROM takes WHERE semester = '' AND year = '') SELECT id, name FROM student LEFT OUTER JOIN t21 WHERE course_id IS NULL
2_3_10	13	SELECT id, name FROM student LEFT OUTER JOIN (SELECT id, name, course_id FROM student NATURAL JOIN takes WHERE semester = '' AND year = 2010) a WHERE course_id IS NULL
2_3_11	13	SELECT id, name FROM student LEFT OUTER JOIN (SELECT id, '' AS count FROM takes WHERE semester = '' AND year = '') a WHERE count IS NULL
2_3_12	13	SELECT id, name FROM (SELECT * FROM takes WHERE semester = '' AND year = '') a NATURAL JOIN student WHERE course_id IS NULL
2_3_13	13	WITH new_tab AS (SELECT student.id AS id, student.name AS name, course_id AS course_id FROM student LEFT OUTER JOIN takes ON student.id = takes.id AND semester = '' AND year = 2010) SELECT id, name FROM new_tab WHERE course_id IS NULL
2_3_14	13	SELECT DISTINCT id, name FROM student LEFT OUTER JOIN (SELECT id, course_id FROM takes WHERE semester = '' AND year = '') a WHERE course_id IS NULL
2_3_15	13	WITH takes2 AS (SELECT * FROM takes WHERE semester = '' AND year = 2010) SELECT id, name FROM student LEFT OUTER JOIN takes2 WHERE course_id IS NULL
2_3_16	13	SELECT id, name FROM (SELECT student.id, student.name, takes.course_id AS course FROM student LEFT OUTER JOIN takes ON takes.semester = '' AND takes.id = student.id AND takes.year = '') a WHERE course IS NULL
2_3_17	13	WITH a AS (SELECT DISTINCT id, course_id FROM takes WHERE semester = '' AND year = 2010), b AS (SELECT DISTINCT id, name, course_id FROM student LEFT OUTER JOIN a) SELECT id, name FROM b WHERE course_id IS NULL
2_3_18	13	SELECT student.id, name FROM student LEFT OUTER JOIN (SELECT * FROM takes WHERE takes.semester = '' AND takes.year = '') takes ON (student.id = takes.id) WHERE course_id IS NULL
2_3_19	13	SELECT id, name, course_id, semester, year FROM student LEFT OUTER JOIN (SELECT * FROM takes WHERE (semester = '' AND year = 2010)) a WHERE course_id IS NULL
2_3_20	13	SELECT student.id, student.name FROM student LEFT OUTER JOIN (SELECT * FROM takes WHERE takes.year = 2010 AND takes.semester = '') k ON student.id = k.id WHERE k.year IS NULL
2_3_21	13	WITH mytable AS (SELECT id, course_id FROM takes WHERE semester = '' AND year = 2010) SELECT id, name FROM (SELECT id, name FROM student) a LEFT OUTER JOIN mytable WHERE course_id IS NULL
2_3_22	13	SELECT id, name FROM student LEFT OUTER JOIN (SELECT id, course_id FROM takes WHERE semester = '' AND year = '') a WHERE course_id IS NULL
2_3_23	13	SELECT id, name FROM (SELECT * FROM (SELECT id, name FROM student) a LEFT OUTER JOIN (SELECT id, course_id FROM takes WHERE semester = '' AND year = '') b) c WHERE course_id IS NULL
2_3_24	13	WITH allstudents AS (SELECT student.id, student.name, takes.year FROM student LEFT OUTER JOIN takes ON (takes.year = 2010 AND takes.semester = '' AND student.id = takes.id)) SELECT id, name FROM allstudents WHERE year IS NULL
2_3_25	13	WITH mytable AS (SELECT * FROM takes WHERE semester = '' AND year = '') SELECT DISTINCT id, name FROM student LEFT OUTER JOIN mytable WHERE course_id IS NULL
2_3_26	13	SELECT DISTINCT t.id, t.name FROM (SELECT * FROM takes NATURAL JOIN student) t WHERE NOT EXISTS (SELECT * FROM takes AS s WHERE t.id = s.id AND semester = '' AND year = 2010)
2_3_27	13	SELECT id, name FROM (SELECT student.id, student.name, t.course_id FROM student LEFT OUTER JOIN (SELECT id, course_id FROM takes WHERE takes.semester = '' AND takes.year = '') t ON student.id = t.id) a WHERE course_id IS NULL
2_3_28	13	SELECT id, name FROM (SELECT name, id, course_id FROM (SELECT id, course_id FROM takes WHERE semester = '' AND year = '') a RIGHT OUTER JOIN student AS b) c WHERE course_id IS NULL
2_3_29	13	SELECT id, name FROM (SELECT student.id, name, course_id FROM student LEFT OUTER JOIN (SELECT * FROM takes WHERE semester = '' AND year = '') t ON student.id = t.id) a WHERE course_id IS NULL
2_3_30	13	WITH t AS (SELECT id, course_id FROM takes WHERE semester = '' AND year = '') SELECT id, name FROM student LEFT OUTER JOIN t WHERE course_id IS NULL
2_3_31	13	WITH temp AS (SELECT id, name, year, semester FROM student NATURAL JOIN takes WHERE year = 2010 AND semester = '') SELECT id, name FROM temp LEFT OUTER JOIN takes WHERE course_id IS NULL
2_3_32	13	SELECT * FROM student LEFT OUTER JOIN (SELECT id, course_id, semester, year FROM takes WHERE semester = '' AND year = '') a WHERE course_id IS NULL
2_3_33	13	WITH takes_spr2010 AS (SELECT * FROM takes WHERE semester = '' AND year = '') SELECT student.id, student.name FROM student LEFT OUTER JOIN takes_spr2010 ON student.id = takes_spr2010.id AND course_id IS NULL
2_3_34	13	SELECT id, name FROM (SELECT student.id, student.name, takes.course_id FROM student LEFT OUTER JOIN takes ON student.id = takes.id AND takes.semester = '' AND takes.year = 2010) a WHERE course_id IS NULL
2_3_35	13	SELECT id, student.name FROM student LEFT OUTER JOIN (SELECT id, takes.course_id FROM student LEFT OUTER JOIN takes WHERE semester = '' AND year = '') a WHERE course_id IS NULL
2_3_36	13	SELECT t.id, t.name FROM (SELECT * FROM student LEFT OUTER JOIN (SELECT * FROM takes WHERE takes.semester = '' AND takes.year = '') a) t WHERE t.course_id IS NULL
2_3_37	13	WITH t1 AS (SELECT * FROM takes WHERE semester = '' AND year = 2010) SELECT id, name FROM student LEFT OUTER JOIN t1 WHERE t1.course_id IS NULL
2_3_38	13	SELECT id, name FROM student LEFT OUTER JOIN (SELECT id, name, course_id FROM student NATURAL JOIN takes WHERE semester = '' AND year = 2010) a WHERE course_id IS NULL
2_3_39	13	WITH a AS (SELECT * FROM takes WHERE semester = '' AND year = '') SELECT id, name FROM student LEFT JOIN a WHERE course_id IS NULL
2_3_40	13	WITH a AS (SELECT * FROM student NATURAL JOIN (SELECT * FROM takes WHERE takes.semester = '' AND takes.year = 2010) a) SELECT a.id, a.name FROM a WHERE course_id IS NULL
2_3_41	13	SELECT DISTINCT id, name, course_id, semester, year FROM student LEFT OUTER JOIN (SELECT * FROM takes WHERE semester = '' AND year = 2010) a WHERE course_id IS NULL OR semester IS NULL OR year IS NULL
2_3_42	13	WITH sem AS (SELECT * FROM takes WHERE semester = '' AND year = '') SELECT id, name FROM student LEFT OUTER JOIN sem WHERE course_id IS NULL
2_3_43	13	SELECT DISTINCT id, name FROM student LEFT OUTER JOIN (SELECT * FROM takes WHERE year = '' AND semester = '') a WHERE course_id IS NULL
2_3_44	13	WITH tab1 AS (SELECT id, 1 AS status FROM takes WHERE year = 2010 AND semester = '') SELECT DISTINCT id, name FROM student LEFT OUTER JOIN tab1 WHERE status IS NULL
2_3_45	13	WITH a AS (SELECT id, semester, year FROM takes WHERE semester = '' AND year = '') SELECT student.id, student.name FROM student LEFT OUTER JOIN a ON student.id = a.id WHERE a.semester IS NULL AND a.year IS NULL
2_3_46	13	WITH a AS (SELECT * FROM takes WHERE semester = '' AND year = '') SELECT student.id, student.name FROM student LEFT OUTER JOIN a ON (student.id = a.id) WHERE course_id IS NULL
2_3_47	13	SELECT DISTINCT student.id, name FROM student LEFT OUTER JOIN takes ON student.id = takes.id AND semester = '' AND year = 2010 WHERE course_id IS NULL OR year IS NULL
2_3_48	13	SELECT id, name FROM (SELECT student.id, name, course_id FROM student LEFT OUTER JOIN takes ON (student.id = takes.id) AND (takes.semester = '') AND (takes.year = '')) g WHERE g.course_id IS NULL
2_3_49	13	SELECT arbit.id, arbit.name FROM (SELECT id, name FROM student) arbit LEFT OUTER JOIN (SELECT id, course_id FROM takes WHERE takes.year = 2010 AND takes.semester = '') arbit1 ON (arbit.id = arbit1.id) WHERE arbit1.course_id IS NULL
2_3_50	13	SELECT DISTINCT id FROM student LEFT OUTER JOIN (SELECT DISTINCT id, 1 AS test FROM takes WHERE year = '' AND semester = '') a WHERE test IS NULL
2_3_51	13	SELECT id, name FROM (SELECT student.id, student.name, takes.course_id FROM student LEFT OUTER JOIN takes ON student.id = takes.id AND takes.semester = '' AND takes.year = '') a WHERE course_id IS NULL
2_3_52	13	SELECT DISTINCT id, name FROM student LEFT OUTER JOIN (SELECT * FROM takes WHERE semester = '' AND year = 2010) a WHERE course_id IS NULL
2_3_53	13	SELECT DISTINCT id, name FROM student LEFT OUTER JOIN (SELECT * FROM takes WHERE year = 2010 AND semester = '') a WHERE course_id IS NULL
2_3_54	13	SELECT id, name FROM student LEFT OUTER JOIN (SELECT * FROM takes WHERE year = '' AND semester = '') a WHERE course_id IS NULL
2_3_55	13	SELECT id, name FROM (SELECT id, name FROM student) a LEFT OUTER JOIN (SELECT id, course_id FROM takes WHERE takes.semester = '' AND takes.year = 2010) b WHERE course_id IS NULL
2_3_56	13	WITH tab AS (SELECT * FROM takes WHERE takes.year = '' AND takes.semester = '') SELECT student.id, name FROM student LEFT OUTER JOIN tab ON (student.id = tab.id) WHERE course_id IS NULL
2_3_57	13	SELECT id, name FROM (SELECT id, name FROM student) a LEFT OUTER JOIN (SELECT DISTINCT id, course_id FROM takes WHERE semester = '' AND year = '') b WHERE course_id IS NULL
2_3_58	13	SELECT DISTINCT id, name FROM student LEFT OUTER JOIN (SELECT DISTINCT id, name, course_id FROM student NATURAL JOIN takes WHERE semester = '' AND year = 2010) a WHERE course_id IS NULL
2_3_59	13	SELECT DISTINCT student.id, student.name FROM student LEFT OUTER JOIN (SELECT DISTINCT id, name, course_id FROM student NATURAL JOIN takes WHERE semester = '' AND year = '') t ON student.id = t.id WHERE course_id IS NULL
2_3_60	13	SELECT id, name, course_id FROM student LEFT OUTER JOIN takes WHERE course_id IS NULL AND semester = '' AND year = 2010
2_3_61	13	SELECT id, name, course_id FROM student LEFT OUTER JOIN takes WHERE semester = '' AND year = 2010 AND course_id = NULL
2_3_62	13	WITH s AS (SELECT DISTINCT id, name, course_id FROM takes NATURAL JOIN student WHERE semester = '' AND year = '') SELECT id, name FROM student LEFT OUTER JOIN s WHERE course_id IS NULL
2_3_63	13	SELECT DISTINCT t.id, t.name FROM (SELECT * FROM takes NATURAL JOIN student) t WHERE NOT EXISTS (SELECT * FROM takes WHERE t.id = takes.id AND semester = '' AND year = 2010)
2_3_64	13	WITH joi AS (SELECT id, name, course_id FROM student NATURAL JOIN takes WHERE semester = '' AND year = '') SELECT id, name FROM student LEFT OUTER JOIN joi WHERE course_id IS NULL
2_4_1	14	SELECT * FROM takes
2_4_2	14	WITH a AS (SELECT * FROM takes WHERE grade = '') SELECT DISTINCT id FROM takes AS except
2_4_3	14	SELECT * FROM takes WHERE grade IS NOT NULL
2_4_4	14	WITH t1 AS (SELECT * FROM takes) SELECT * FROM takes WHERE (grade IS NOT NULL) AND (grade <> '' OR (grade = '' AND (SELECT count(*) FROM t1 WHERE t1.course_id = course_id AND t1.id = id AND grade <> '') > 0))
2_4_5	14	SELECT * FROM takes WHERE grade IS NOT NULL AND ((grade <> '') OR (NOT EXISTS (SELECT * FROM takes AS take WHERE take.grade IS NOT NULL AND take.grade <> '' AND take.id = takes.id AND take.course_id = takes.course_id)))
2_4_6	14	SELECT * FROM takes WHERE grade <> ''
2_4_7	14	SELECT a.* FROM takes AS a, takes AS b WHERE a.id = b.id AND a.course_id = b.course_id AND ((a.grade <> '') OR (a.grade = '' AND b.grade <> '')) AND a.grade IS NOT NULL
2_4_8	14	SELECT * FROM takes WHERE grade IS NOT NULL AND grade <> ''
2_4_9	14	WITH a AS (SELECT DISTINCT * FROM takes WHERE grade = ''), b AS (SELECT DISTINCT * FROM a WHERE EXISTS (SELECT * FROM takes WHERE takes.id = a.id AND takes.course_id = a.course_id AND takes.grade IS NOT NULL AND takes.grade <> '')), c AS (SELECT DISTINCT * FROM takes WHERE grade IS NULL) SELECT DISTINCT * FROM takes AS except
2_4_10	14	SELECT * FROM takes AS a WHERE grade IS NOT NULL AND (grade <> '' OR NOT EXISTS (SELECT * FROM takes AS b WHERE a.id = b.id AND a.course_id = b.course_id AND (a.semester <> b.semester OR a.year <> b.year) AND a.grade <> b.grade))
2_4_11	14	SELECT * FROM takes AS t1 WHERE (t1.grade <> '' OR (SELECT id FROM takes AS t2 WHERE t1.course_id = t2.course_id AND t1.id = t2.id AND t2.grade <> '') IS NULL) AND grade IS NOT NULL
2_4_12	14	SELECT * FROM takes WHERE grade <> '' AND grade IS NOT NULL
2_4_13	14	WITH t AS (SELECT grade FROM takes WHERE grade IS NOT NULL AND grade <> '') SELECT * FROM takes WHERE (grade IS NOT NULL AND grade <> '') OR (grade = '' AND NOT EXISTS (SELECT grade FROM t))
2_4_14	14	WITH failstudents AS (SELECT * FROM takes WHERE grade = ''), passlater AS (SELECT id, course_id, takes.sec_id, takes.semester, takes.year, takes.grade FROM takes JOIN failstudents USING (id, course_id) WHERE NOT (takes.grade = '')), notselected AS (SELECT takes.id, takes.course_id, takes.sec_id, takes.semester, takes.year, takes.grade FROM takes, passlater WHERE (takes.id = passlater.id AND takes.course_id = passlater.course_id AND takes.grade <> passlater.grade) OR takes.grade IS NULL) SELECT * FROM (SELECT * FROM takes) a
2_4_15	14	WITH failed_takes AS (SELECT * FROM takes WHERE grade = '') SELECT takes.id, takes.course_id, takes.sec_id, takes.semester, takes.year, takes.grade FROM failed_takes, takes WHERE takes.id = failed_takes.id AND takes.grade <> ''
2_4_16	14	SELECT * FROM takes WHERE takes.grade IS NOT NULL AND (takes.grade <> '' OR (takes.grade = '' AND takes.id NOT IN (SELECT t.id FROM takes AS s, takes AS t WHERE s.id = t.id AND s.grade = '' AND t.grade <> '' AND s.course_id = t.course_id)))
2_4_17	14	SELECT id, course_id, semester, year, grade FROM takes AS t WHERE grade IS NOT NULL AND (NOT grade = '' OR (grade = '' AND grade IN (SELECT grade FROM takes AS s WHERE s.course_id = t.course_id AND NOT grade = '')))
2_4_18	14	SELECT * FROM takes AS t1 WHERE NOT ((t1.grade = '' AND EXISTS (SELECT * FROM takes AS t2 WHERE t1.id = t2.id AND t1.course_id = t2.course_id AND t2.grade <> '')) OR t1.grade IS NULL)
2_4_19	14	SELECT * FROM takes AS newtakes1 WHERE newtakes1.grade <> '' OR (SELECT newtakes1.id FROM takes AS newtakes2 WHERE newtakes1.id = newtakes2.id AND newtakes1.course_id = newtakes2.course_id AND newtakes2.grade <> '') IS NULL AND newtakes1.grade IS NOT NULL
2_4_20	14	WITH fail AS (SELECT DISTINCT * FROM takes WHERE grade = '' AND id IN (SELECT DISTINCT id FROM takes WHERE grade <> '')) SELECT DISTINCT * FROM takes WHERE grade IS NOT NULL
2_4_21	14	WITH a AS (SELECT * FROM takes WHERE grade IS NOT NULL AND grade <> ''), b AS (SELECT * FROM takes WHERE grade = '') SELECT * FROM a UNION SELECT * FROM b WHERE NOT EXISTS (SELECT a.id, a.course_id FROM a WHERE a.id = b.id AND a.course_id = b.course_id)
2_4_22	14	SELECT * FROM takes AS t1 WHERE t1.grade <> '' OR (SELECT t2.id FROM takes AS t2 WHERE t1.id = t2.id AND t1.course_id = t2.course_id AND t2.grade <> '') IS NULL AND t1.grade IS NOT NULL
2_4_23	14	WITH pass AS (SELECT * FROM takes AS t WHERE t.grade IS NOT NULL AND t.grade <> '') SELECT * FROM pass UNION SELECT * FROM takes AS t WHERE t.grade = '' AND t.id NOT IN (SELECT p.id FROM pass AS p)
2_4_24	14	SELECT DISTINCT * FROM takes AS t WHERE (grade <> '' OR NOT EXISTS (SELECT id, course_id FROM takes AS s WHERE grade <> '' AND t.id = s.id AND t.course_id = s.course_id)) AND t.grade IS NOT NULL
2_4_25	14	WITH val1 AS (SELECT takes.id, takes.course_id FROM takes WHERE takes.grade = ''), val2 AS (SELECT val1.id, val1.course_id FROM takes, val1 WHERE val1.id = takes.id AND val1.course_id = takes.course_id AND takes.grade <> ''), val3 AS (SELECT val1.id AS id, val1.course_id FROM val1, val2 WHERE val1.id <> val2.id) SELECT takes.id FROM takes, val3 WHERE takes.id <> val3.id
2_4_26	14	WITH s AS (SELECT * FROM takes WHERE grade IS NOT NULL) SELECT * FROM s AS except
2_4_27	14	SELECT * FROM takes WHERE grade <> '' UNION SELECT * FROM takes WHERE (SELECT id FROM takes WHERE grade = '') NOT IN (SELECT id FROM takes WHERE grade <> '') AND (SELECT course_id FROM takes WHERE grade = '') NOT IN (SELECT course_id FROM takes WHERE grade <> '')
2_4_28	14	WITH passed AS (SELECT * FROM takes WHERE grade <> '') SELECT * FROM passed UNION SELECT * FROM takes WHERE grade = '' AND course_id NOT IN (SELECT course_id FROM passed)
