Year	StudentID	Score	Note	Answer	Normalization	fixing error
2014	50098047	3	change position of MAX	"select count(distinct species) from Birds b, Observers o, Sightings s where Observers.oid IN (select Observers.oid from Observers, Sightings where Observers.oid = Sightings.oid and count(Sightings.bid) = (max(select count(bid) from Sightings group by when))) and when = '12/15/13'"	"SELECT Count(DISTINCT species) FROM Birds b, Observers o, Sightings s WHERE Observers.oid IN (SELECT Observers.oid FROM Observers, Sightings WHERE Observers.oid = Sightings.oid AND Count(Sightings.bid) = (MAX(SELECT Count(bid) FROM Sightings GROUP BY when))) AND when = date('2013-12-15')"	"SELECT Count(DISTINCT species) FROM Birds b, Observers o, Sightings s WHERE Observers.oid IN (SELECT Observers.oid FROM Observers, Sightings WHERE Observers.oid = Sightings.oid AND Count(Sightings.bid) = (SELECT MAX(Count(bid)) FROM Sightings GROUP BY col_when)) AND col_when = date('2013-12-15')"
2014	50098048	6	empty	"SELECT S.C FROM (SELECT oid, count(DISTINCT bid) as c FROM Sightings GROUP BY oid) AS S WHERE C = MAX(SELECT oid, count(bid) FROM Sightings WHERE when = '12/15/2013' GROUP BY oid)"	"SELECT S.C FROM (SELECT oid, Count(DISTINCT bid) AS C FROM Sightings GROUP BY oid) AS S WHERE C = MAX(SELECT oid, Count(bid) FROM Sightings WHERE when = date('2013-12-15') GROUP BY oid)"	empty
2014	50098051	12	empty	"SELECT DISTINCT COUNT(S.bid) FROM Sightings S WHERE S.oid IN (SELECT a.oid FROM (SELECT S.oid, COUNT(*) AS cnt FROM Sightings S WHERE S.when = '12/15/2013' GROUP BY S.oid) AS a WHERE cnt = max(cnt))"	"SELECT DISTINCT Count(S.bid) FROM Sightings S WHERE S.oid IN (SELECT a.oid FROM (SELECT S.oid, Count(*) AS cnt FROM Sightings S WHERE S.when = date('2013-12-15') GROUP BY S.oid) AS a WHERE cnt = MAX(cnt))"	empty
2014	50098056	9	???	Select count(distinct b.bid) from Sightings S where S.oid IN (Select S.oid from Sightings S group by S.oid)	SELECT Count(DISTINCT S.bid) FROM Sightings S WHERE S.oid IN (SELECT S.oid FROM Sightings S GROUP BY S.oid)	empty
2014	50098064	15	empty	"Select count(distinct B.species) from Birds B, Sightings S where B.bid = S.bid and S.oid in (select S1.oid from Sightings S1 where when = '12/15/13' group by S1.oid Having count(S1.bid) = (Select Max(count(S2.bid)) from Sightings S2 where when = '12/15/13' group by S2.oid)) group by B.species"	"SELECT Count(DISTINCT B.species) FROM Birds B, Sightings S WHERE B.bid = S.bid AND S.oid IN (SELECT S1.oid FROM Sightings S1 WHERE when = date('2013-12-15') GROUP BY S1.oid HAVING Count(S1.bid) = (SELECT MAX(Count(S2.bid)) FROM Sightings S2 WHERE when = date('2013-12-15') GROUP BY S2.oid)) GROUP BY B.species"	empty
2014	50098065	6	empty	"Select distinct species from Birds, (Select bid from Sightings, (Select oid, count(oid) from Sightings where date = '12/15/2013' group by oid) as MAX_ob where Sightings.oid = MAX_ob.oid) DisBid where Birds.bid = DisBid.bid"	"SELECT DISTINCT species FROM Birds, (SELECT bid FROM Sightings, (SELECT oid, Count(oid) FROM Sightings WHERE date = DATE('2013-12-15') GROUP BY oid) AS MAX_ob WHERE Sightings.oid = MAX_ob.oid) DisBid WHERE Birds.bid = DisBid.bid"	empty
2014	50098075	9	empty	"SELECT COUNT(DISTINCT(BID)) FROM SIGHTINGS, (SELECT OID, COUNT(*) FROM SIGHTINGS WHERE DATE = '12/15/2013' GROUP BY OID HAVING COUNT(*) = (SELECT MAX(COUNT) FROM (SELECT OID, COUNT(*) AS COUNT FROM SIGHTINGS WHERE DATE = '12/15/2013' GROUP BY OID))) AS MAXOID WHERE DATE = '12/15/2013' AND SIGHTINGS.OID = MAXOID.OID"	"SELECT Count(DISTINCT BID) FROM Sightings, (SELECT oid, Count(*) FROM Sightings WHERE date = date('2013-12-15') GROUP BY oid HAVING Count(*) = (SELECT MAX(Count) FROM (SELECT oid, Count(*) AS COUNT FROM Sightings WHERE date = date('2013-12-15') GROUP BY oid))) AS MAXOID WHERE date = date('2013-12-15') AND Sightings.oid = MAXOID.oid"	empty
2014	50098078	4	empty	"Select Count Distinct species From Observers O, Birds B where O.oid = (Select Max(O1.oid) From Observers O1, Sightings S1 Where O1.oid = S1.oid) Group by B.bid"	"SELECT Count(DISTINCT species) FROM Observers O, Birds B WHERE O.oid = (SELECT MAX(O1.oid) FROM Observers O1, Sightings S1 WHERE O1.oid = S1.oid) GROUP BY B.bid"	empty
2014	50098085	6	invalid syntax	"select B.species from Birds B where B.bid in (select distinct (s.bid) from sightings s group by s.oid, count(s.bid) having count(select max(birdcount) from (select count(S2.bid) as birdcount from Sightings S2 group by S2.oid where S2.when = '12/15/13')))"	"SELECT B.species FROM Birds B WHERE B.bid IN (SELECT DISTINCT s.bid FROM Sightings s GROUP BY s.oid, Count(s.bid) HAVING Count(SELECT MAX(birdcount) FROM (SELECT Count(S2.bid) AS birdcount FROM Sightings S2 GROUP BY S2.oid WHERE S2.when = date('2013-12-15'))))"	empty
2014	50098101	3	invalid syntax	"select count(bid) from Birds, Observers where Observers.oid equals (select max(select distinct count(oid) from sightings group by oid))"	"SELECT Count(bid) FROM Birds, Observers WHERE Observers.oid = (SELECT MAX(SELECT DISTINCT Count(oid) FROM Sightings GROUP BY oid))"	empty
2014	50098102	7	empty	"SELECT MAX(MAXbid) FROM (SELECT COUNT DISTINCT bid AS MAXbid, oid FROM Sightings WHERE when = '12/15/13' GROUP BY oid) A"	"SELECT MAX(MAXbid) FROM (SELECT COUNT(DISTINCT bid) AS MAXbid, oid FROM Sightings WHERE when = date('2013-12-15') GROUP BY oid) A"	empty
2014	50098106	9	answer in a different page	[answer on scratch page]	empty	empty
2014	50098113	3	incorrect syntax	"select distinct species from birds where bid in (select bid from birds where bid in (select bid, oid from birds, sightings, observers where birds.bid = sightings.bid and observers.oid ))"	empty	empty
2014	50098129	12	empty	"select distinct species from birds where bid IN (select distinct bid from sightings where oid = (select oid from (select oid, count(*) as count from sightings where when = '12/15/13' group by oid order by count desc limit 1)))"	"SELECT DISTINCT species FROM Birds WHERE bid IN (SELECT DISTINCT bid FROM Sightings WHERE oid = (SELECT oid FROm (SELECT oid, Count(*) AS count FROM Sightings WHERE when = date('2013-12-15') GROUP BY oid ORDER BY count DESC LIMIT 1)))"	empty
2014	50098145	7	incorrect syntax	"Select Ditsinct count(species) From Birds Where Birds.bid IN (Select Sightings.bid From Sightings where Sightings.oid IN (Select obbn.oid From obbn Where BirdNum IN (Select Max(BirdNum) From (Select S.oid, COUNT(*) AS BirdNum From Sightings S where when = '12/15/2013' Group By oid) obbn)))"	"SELECT DISTINCT Count(species) FROM Birds WHERE Birds.bid IN (SELECT Sightings.bid FROM Sightings WHERE Sightings.oid IN (SELECT obbn.oid FROM obbn WHERE BirdNum IN (SELECT MAX(BirdNum) FROM (SELECT S.oid, Count(*) AS BirdNum FROM Sightings S WHERE when = '2013-12-15' GROUP BY oid) obbn)))"	empty
2014	50098161	12	empty	"Select distinct species from birds where bid in (select bid from sightings where oid = select oid from (select oid, max(birdcount) from (select oid, count(*) as birdcount from sightings where when = ""15-12-2013"" group by oid) g1))"	"SELECT DISTINCT species FROM Birds WHERE bid IN (SELECT bid FROM Sightings WHERE oid = (SELECT oid FROM (SELECT oid, MAX(birdcount) FROM (SELECT oid, Count(*) AS birdcount FROM Sightings WHERE when = date('2013-12-15') GROUP BY oid) g1)))"	empty
2014	50098542	12	empty	"SELECT DISTINCT COUNT(species) FROM Sightings natural join Birds WHERE oid IN (SELECT oid, count(bid) FROM Sightings WHERE when = '12/15/2013' GROUP BY oid ORDER BY COUNT(bid) DESC LIMIT 1)"	"SELECT DISTINCT Count(species) FROM Sightings NATURAL JOIN Birds WHERE oid IN (SELECT oid, Count(bid) FROM Sightings WHERE when = date('2013-12-15') GROUP BY oid ORDER BY Count(bid) DESC LIMIT 1)"	empty
2014	50098560	9	WHERE --> HAVING	"SELECT DISTINCT B.species FROM Birds B, Sightings S WHERE B.bid = S.bid AND S.oid = (SELECT S1.oid FROM Sightings S1 GROUP BY S1.oid HAVING COUNT(*) = (SELECT MAX(SOD) FROM (SELECT S2.oid, COUNT(*) AS SOD FROM Sightings S2 WHERE S2.date = '12/15/13' GROUP BY S2.oid)))"	"SELECT DISTINCT B.species FROM Birds B, Sightings S WHERE B.bid = S.bid AND S.oid = (SELECT S1.oid FROM Sightings S1 GROUP BY S1.oid HAVING Count(*) = (SELECT MAX(SOD) FROM (SELECT S2.oid, Count(*) AS SOD FROM Sightings S2 WHERE S2.date = date('2013-12-15') GROUP BY S2.oid)))"	empty
2014	50100523		blank	[blank]	empty	empty
2014	50105204	6	invalid syntax	"SELECT DISTINCT B.species FROM Birds B, Sightings S WHERE B.bid = S.bid AND B.bid IN (SELECT bid FROM Sightings WHERE oid IN (SELECT S1.oid, COUNT(*) FROM Sightings S1 GROUP BY S1.oid HAVING COUNT(*) IN (SELECT oid, COUNT(*) FROM Sightings GROUP BY oid HAVING MAX(COUNT(*)))))"	"SELECT DISTINCT B.species FROM Birds B, Sightings S WHERE B.bid = S.bid AND B.bid IN (SELECT bid FROM Sightings WHERE oid IN (SELECT S1.oid, Count(*) FROM Sightings S1 GROUP BY S1.oid HAVING Count(*) IN (SELECT oid, Count(*) FROM Sightings GROUP BY oid HAVING MAX(Count(*)))))"	empty
2015	35828204	6	count --> count(*)	"Select O1.name From Observers O1, (Select S.bid, S.oid, count(*) From Sightings S Group by bid, oid order by count limit 1) O2 Where O1.oid = O2.oid"	"SELECT O1.name FROM Observers O1, (SELECT S.bid, S.oid, Count(*) FROM Sightings S GROUP BY bid, oid ORDER BY Count(*) LIMIT 1) O2 WHERE O1.oid = O2.oid"	empty
2015	36171326	2	invalid syntax	"Select name, count(*) from sightings, observers where sightings.oid = observers.oid order by desc"	"SELECT name, Count(*) FROM Sightings, Observers WHERE Sightings.oid = Observers.oid ORDER BY DESC"	empty
2015	36901569	4	empty	"SELECT DISTINCT o.name FROM observers o, (SELECT oid, COUNT(*), bid FROM Sightings s) cnt WHERE cnt.oid > cnt.oid"	"SELECT DISTINCT o.name FROM Observers o, (SELECT oid, Count(*), bid FROM Sightings s) cnt WHERE cnt.oid > cnt.oid"	empty
2015	50006523	2	invalid syntax	Select names From Observers o Where (select oid from Sightings where Max(oid.count))	SELECT names FROM Observers o WHERE (SELECT oid FROM Sightings WHERE MAX(oid.count))	empty
2015	50010006	3	empty	"SELECT O.oid, Count(O.oid) AS Count From Observers O, Sightings S, Birds B Where S.oid = O.oid ORDER BY Count"	"SELECT O.oid, Count(O.oid) AS Count FROM Observers O, Sightings S, Birds B WHERE S.oid = O.oid ORDER BY Count"	empty
2015	50057080	2	??? Legband	"SELECT O.names From Observers as O, Sightings as S, (SELECT S.oid, S.bid, count(*) as LDB FROM S, Birds as B WHERE (S.bid = B.bid) GROUP BY B.legband) WHERE O.oid = S.oid AND LDB.count >= 1"	"SELECT O.names FROM Observers AS O, Sightings AS S, (SELECT S.oid, S.bid, Count(*) as LDB FROM S, Birds AS B WHERE (S.bid = B.bid) GROUP BY B.legband) WHERE O.oid = S.oid AND LDB.count >= 1"	empty
2015	50062508	6	empty	"Select name from observers where oid in (Select oid from Sightings S, Birds B where S.bid = B.bid group by B.species order by count(oid) DESC limit 1)"	"SELECT name FROM Observers WHERE oid IN (SELECT oid FROM Sightings S, Birds B WHERE S.bid = B.bid GROUP BY B.species ORDER BY Count(oid) DESC LIMIT 1)"	empty
2015	50094977	6	empty	"SELECT name FROM Observers WHERE oid IN (SELECT oid FROM (SELECT species, oid, COUNT(*) AS number FROM Sightings GROUP BY species, oid) leader_board GROUP BY species HAVING number = max(number)) top_observer"	"SELECT name FROM Observers WHERE oid IN (SELECT oid FROM (SELECT species, oid, Count(*) AS number FROM Sightings GROUP BY species, oid) leader_board GROUP BY species HAVING number = MAX(number)) top_observer"	empty
2015	50095431	4	invalid syntax	"Select final.oid from (Select count_oid.oid, distinct count_oid.cou from (Select bid, oid, count(oid) as cou from Sightings group by bid, oid) count_oid group by count_oid.bid where count_oid.cou = max(cou)) final"	"SELECT final.oid FROM (SELECT count_oid.oid, DISTINCT count_oid.cou FROM (SELECT bid, oid, Count(oid) AS cou FROM Sightings GROUP BY bid, oid) count_oid GROUP BY count_oid.bid WHERE count_oid.cou = MAX(cou)) final"	empty
2015	50096484	5	empty	"SELECT oid FROM (SELECT oid, species, count(bid) FROM (SELECT oid, species FROM Sightings S, Birds B) GROUP BY oid, species) GROUP BY species ORDER BY count(bid) LIMIT 1)"	"SELECT oid FROM (SELECT oid, species, Count(bid) FROM (SELECT oid, species FROM Sightings S, Birds B) GROUP BY oid, species) GROUP BY species ORDER BY Count(bid) LIMIT 1)"	empty
2015	50096507	6	empty	"select name From (select distinct oid from (select oid, species, count(*) as count from (Sightings NATURAL JOIN Birds) group by species order by count limit 1) NATURAL JOIN Observers)"	"SELECT name FROM (SELECT DISTINCT oid FROM (SELECT oid, species, Count(*) AS count FROM (Sightings NATURAL JOIN Birds) GROUP BY species ORDER BY count LIMIT 1) NATURAL JOIN Observers)"	empty
2015	50098070	4	TOP --> LIMIT 1	"Select Distinct O.Name from Observers O where EXISTS(Select Top B.species, count(S.bid) From Sightings S JOIN Birds B WHERE S.oid = O.oid GROUP BY B.species ORDER BY count(S.bid))"	"SELECT DISTINCT O.Name FROM Observers O WHERE Exists(SELECT B.species, Count(S.bid) FROM Sightings S JOIN Birds B WHERE S.oid = O.oid GROUP BY B.species ORDER BY Count(S.bid) LIMIT 1)"	empty
2015	50130415	8	replace WITH statement as subquery	"With C1 as (Select b.species, b.name, count(*) as count from Sightings s, birds b, observers o where s.oid = o.oid and s.bid = b.bid group by b.species, o.name), With C2 as (select species, MAX(count) count from C1 group by species) Select C1.name from C1, C2 where C1.species = C2.species and C1.count = C2.count"	"WITH C1 AS (SELECT b.species, b.name, Count(*) AS count FROM Sightings s, Birds b, Observers o WHERE s.oid = o.oid AND s.bid = b.bid GROUP BY b.species, o.name), WITH C2 AS (SELECT species, MAX(count) count FROM C1 GROUP BY species) SELECT C1.name FROM C1, C2 WHERE C1.species = C2.species AND C1.count = C2.count"	"SELECT C1.name FROM (SELECT b.species, b.name, Count(*) AS count FROM Sightings s, Birds b, Observers o WHERE s.oid = o.oid AND s.bid = b.bid GROUP BY b.species, o.name) C1, (SELECT species, MAX(count) count FROM C1 GROUP BY species) C2 WHERE C1.species = C2.species AND C1.count = C2.count"
2015	50131848	5	empty	"SELECT O.name, value.counted FROM Observers O, (Select count(*) as counted, species, oid from (select s.oid, b.species from Sightings s, Birds b) sighted group by oid) value, (select count(*), species from Birds group by bid) Bird where value.oid = Bird.bid AND value.species = Bird.species"	"SELECT O.name, value.counted FROM Observers O, (SELECT Count(*) AS counted, species, oid FROM (SELECT s.oid, b.species FROM Sightings s, Birds b) sighted GROUP BY oid) value, (SELECT Count(*), species FROM Birds GROUP BY bid) Birds WHERE value.oid = Birds.bid AND value.species = Bird.species"	empty
2015	50131877	3	merge 3 queries into one	SELECT oid FROM (SELECT * From Birds natural join (Select Count(*) As a From Sightings Group By oid_bid) U natural join Observers) S	SELECT oid FROM (SELECT * FROM Birds NATURAL JOIN (SELECT Count(*) AS a FROM Sightings Group By oid_bid) U NATURAL JOIn Observers) S	empty
2015	50132127	5	relational algebra	[relational algebra instead of SQL query]	empty	empty
2015	50132388	2	incorrect syntax	empty	empty	empty
2015	50132391	6	empty	"SELECT oid, species, COUNT(*) as observed FROM (SELECT DISTINCT s.oid, b.species, s.when FROM Birds b, Sightings s) sightings_by_birds GROUP BY oid, species ORDER BY observed DESC"	"SELECT oid, species, Count(*) AS observed FROM (SELECT DISTINCT s.oid, b.species, s.when FROM Birds b, Sightings s) sightings_by_birds GROUP BY oid, species ORDER BY observed DESC"	empty
2015	50132703	8	empty	"select o.name from observer o where o.oid = (select t.oid from (select s.oid, count(s.bid) as points from sightings group by s.oid having count(s.bid) > 1) as t)"	"SELECT o.name FROM Observers o WHERE o.oid = (SELECT t.oid FROM (SELECT s.oid, Count(s.bid) AS points FROM Sightings GROUP BY s.oid HAVING Count(s.bid) > 1) as t GROUP BY t.oid ORDER BY t.points DESC LIMIT 1)"	empty
2015	50132711	5	empty	"SELECT name From Observers Where oid IN (SELECT oid FROM (SELECT oid, max(count(oid)), species FROM Sightings, Birds Where Sightings.bid = Birds.bid Group By species, oid))"	"SELECT name FROM Observers WHERE oid IN (SELECT oid FROM (SELECT oid, MAX(Count(oid)), species FROM Sightings, Birds WHERE Sightings.bid = Birds.bid GROUP BY species, oid))"	empty
2015	50133125	4	2 separate queries	empty	empty	empty
2015	50133314	7	incorrect syntax	select s.oid from sightings where count = (select count(*) from sightings where s.bid = 1 order by count desc limit 1)	SELECT s.oid FROM Sightings WHERE count = (SELECT Count(*) FROM Sightings WHERE s.bid = 1 ORDER BY count DESC LIMIT 1)	empty
2015	50133325	8	"merge separate queries into 1 complete query, Officers --> Observers"	"Select O.name from Observers O, (Select distinct Q.oid as T from (Select S.oid, S.bid, count(*) as C from Sightings S group by S.oid, S.bid) Q, (Select max(Q.C) as J, Q.bid from (Select S.oid, S.bid, count(*) as C from Sightings S group by S.oid, S.bid) Q group by Q.bid) R where Q.bid = R.bid and Q.C = R.J) M where O.oid = M.T"	"SELECT O.name FROM Observers O, (SELECT DISTINCT Q.oid AS T FROM (SELECT S.oid, S.bid, Count(*) AS C FROM Sightings S GROUP BY S.oid, S.bid) Q, (SELECT MAX(Q.C) AS J, Q.bid FROM (SELECT S.oid, S.bid, Count(*) AS C FROM Sightings S GROUP BY S.oid, S.bid) Q GROUP BY Q.bid) R WHERE Q.bid = R.bid AND Q.C = R.J) M WHERE O.oid = M.T"	empty
2015	50133408	6	unique --> distinct	"select unique o.name from observers o, birds b, sightings s where o.oid = s.oid and b.bid = s.bid group by s.bid, s.oid having count(*) = (select count(*) as c_bird From Sightings s group by s.bid, s.oid order by c_bird desc limit 1)"	"SELECT DISTINCT o.name FROM Observers o, Birds b, Sightings s WHERE o.oid = s.oid AND b.bid = s.bid GROUP BY s.bid, s.oid HAVING Count(*) = (SELECT Count(*) AS c_bird FROM Sightings s GROUP BY s.bid, s.oid ORDER BY c_bird DESC LIMIT 1)"	empty
2015	50133425	4	empty	"select distinct leader.name from (select o.name, b.species, count(b.species) as count from Observers o join sightings s on o.oid = s.oid join birds b on s.bid = b.bid group by b.species, o.name order by count) leader group by leader.name, leader.count where leader.count = max(leader.count)"	"SELECT DISTINCT leader.name FROM (SELECT o.name, b.species, Count(b.species) AS count FROM Observers o JOIN Sightings s ON o.oid = s.oid JOIN Birds b ON s.bid = b.bid GROUP BY b.species, o.name ORDER BY count) leader GROUP BY leader.name, leader.count WHERE leader.count = MAX(leader.count)"	empty
2015	50133552	6	empty	"select name from (select name, Q1.bid, max(Q1.count_bird) from (select oid, bid, count(*) as count_bird from Sightings) as Q1 NATURAL JOIN Observers) group by bid"	"SELECT name, bid, MAX(count) FROM (SELECT oid, bid, Count(*) AS count FROM Sightings GROUP BY oid, bid) AS Q1 JOIN Observers GROUP BY bid"	empty
2015	50133553	6	empty	"SELECT name FROM (SELECT name, bid, count(*) as number FROM Sightings JOIN Observers on Sightings.oid = Observers.oid GROUP BY name, bid ORDER BY bid, number DESC) leaderboard GROUP BY bid"	"SELECT name FROM (SELECT name, bid, Count(*) AS number FROM Sightings JOIN Observers on Sightings.oid = Observers.oid GROUP BY name, bid ORDER BY bid, number DESC) leaderboard GROUP BY bid"	empty
2015	50133774	3	"there are text missing from scan, invalid syntax"	"SELECT DISTINCT name FROM (SELECT oid, species, COUNT(*) AS SightNum FROM Birds JOIN Sightings ON bid GROUP BY oid, species) JOIN Observers ON GROUP BY species HAVING MAX(SightNum)"	"SELECT DISTINCT name FROM (SELECT oid, species, Count(*) AS SightNum FROM Birds JOIN Sightings ON bid GROUP BY oid, species) JOIN Observers ON GROUP BY species HAVING MAX(SightNum)"	empty
2015	50133785	1	incorrect syntax	"SELECT O.name FROM Sightings S Join Observers ORDER BY Count(S.oid) DESC WHERE DISTINCT (s.oid, s.bid) (SELECT oid and bid From sightings)"	SELECT O.name FROM Sightings S JOIN Observers ORDER BY Count(S.oid) DESC WHERE DISTINCT (SELECT oid and bid From sightings)	empty
2015	50133797	5	empty	"select observers.name from observers, (select bid, oid, count(oid) as count_s from Sightings group by bid, oid order by count_s desc) leader where observers.oid = leader.oid ORDER BY leader.count_s DESC limit 1"	"SELECT Observers.name FROM Observers, (SELECT bid, oid, Count(oid) AS count_s FROM Sightings GROUP BY bid, oid ORDER BY count_s DESC) leader WHERE Observers.oid = leader.oid ORDER BY leader.count_s DESC LIMIT 1"	empty
2015	50133913	1	empty	"select o.name, count(o.oid) from Birds b, Observers O, Sightings S group by s.bid"	"SELECT o.name, Count(o.oid) FROM Birds b, Observers O, Sightings S group by s.bid"	empty
2015	50133946		blank	empty	empty	empty
2015	50133954	5	incomplete	empty	empty	empty
2015	50134010	8	empty	select name from observers where oid in (select oid from Sightings natural join Birds group by species order by count(bid) limit 1)	SELECT name FROM Observers WHERE oid IN (SELECT oid FROM Sightings NATURAL JOIN Birds GROUP BY species ORDER BY Count(bid) LIMIT 1)	empty
2015	50134015	3	invalid syntax	"Select Count Distinct species From Observers O, Birds B where O.oid = (Select Max(O1.oid) From Observers O1, Sightings S1 Where O1.oid = S1.oid) Group by B.bid"	"SELECT O.name FROM Observers O WHERE O.oid IN (SELECT S.oid FROM Sightings S WHERE S.oid) IN (SELECT S.oid Count(S.oid) AS RAN FROM Sightings S, Birds B GROUP BY (B.species))"	empty
2015	50134017	7	empty	"select Observers.name from Birds, Sightings, Observers where Birds.bid = Sightings.bid and Sightings.oid = Observers.oid group by oid, species having count(*) >= all (select count(*) from Birds B, Sightings S, Observers O where B.bid = S.bid and S.oid = O.oid)"	"SELECT Observers.name FROM Birds, Sightings, Observers WHERE Birds.bid = Sightings.bid AND Sightings.oid = Observers.oid GROUP BY oid, species HAVING Count(*) >= ALL(SELECT Count(*) FROM Birds B, Sightings S, Observers O WHERE B.bid = S.bid and S.oid = O.oid)"	empty
2015	50134055	1	empty	"select oid, count(s) from (select * from sightings natural join birds where species = 'raven') S group by oid order by count(s) DESC"	"SELECT oid, Count(s) FROM (SELECT * FROM Sightings NATURAL JOIN Birds WHERE species = 'raven') S GROUP BY oid ORDER BY Count(s) DESC"	empty
2015	50134057	4	invalid syntax	"Select O.name, B.species, Count from Observers O, Birds B, Sightings S Where O.oid = S.oid AND S.bid = B.bid group by B.species, bid order by B.bid"	"SELECT O.name, B.species, Count FROM Observers O, Birds B, Sightings S WHERE O.oid = S.oid AND S.bid = B.bid GROUP BY B.species, bid ORDER BY B.bid"	empty
2015	50134098	1	incomplete	empty	empty	empty
2015	50134109	6	empty	select name from observers where observers.oid in (select oid from Birds natural join Sightings group by species having count(*) = max(select count(*) from Birds natural join Sightings group by oid order by species))	SELECT name FROM Observers WHERE Observers.oid IN (SELECT oid FROM Birds JOIN Sightings GROUP BY species HAVING Count(*) = MAX(SELECT Count(*) FROM Birds JOIN Sightings GROUP BY oid ORDER BY species))	SELECT name FROM Observers WHERE Observers.oid IN (SELECT oid FROM Birds JOIN Sightings GROUP BY species HAVING Count(*) = (SELECT MAX(Count(*)) FROM Birds JOIN Sightings GROUP BY oid ORDER BY species))
2015	50134110	5	empty	"SELECT NAME FROM OBSERVERS WHERE NAME IN (SELECT NAME, SPECIES, COUNT(*) AS COUNT FROM OBSERVERS O, SIGHTINGS S, BIRDS B WHERE O.oid = S.oid AND S.bid = B.bid GROUP BY SPECIES ORDER BY COUNT DESC)"	"SELECT name FROM Observers WHERE name IN (SELECT name, species, Count(*) AS COUNT FROM Observers O, Sightings S, Birds B WHERE O.oid = S.oid AND S.bid = B.bid GROUP BY species ORDER BY COUNT DESC)"	empty
2015	50134127	4	invalid syntax	"select oid, Distinct(species) from (select oid, species, count(*) as leaderboard from (Select Distinct s.oid, b.species, s.when from Sightings s, Birds b group by species)) sightings_by_species order by leaderboard group by oid"	"SELECT oid, DISTINCT(species) FROM (SELECT oid, species, Count(*) AS leaderboard FROM (SELECT DISTINCT s.oid, b.species, s.when FROM Sightings s, Birds b GROUP BY species)) sightings_by_species ORDER BY leaderboard GROUP BY oid"	empty
2015	50134130		blank	empty	empty	empty
2015	50134133	5	empty	"select name From (select distinct oid from (select oid, species, count(*) as count from (Sightings NATURAL JOIN Birds) group by species order by count limit 1) NATURAL JOIN Observers)"	"SELECT name FROM (SELECT o.name, Count(s.when) c, b.species FROM Birds b, Observers o, Sightings s WHERE b.bid = s.bid AND o.oid = s.oid GROUP BY b.species, o.name ORDER BY c) x WHERE x.c = MAX(x.c)"	empty
2015	50134196	3	invalid syntax	"select oid from Observers where oid in (select oid from Sightings s, Birds b where b.bid = s.bid group by oid having max(count(*)) order by bid) group by oid having count(*) >= 2"	"SELECT oid FROM Observers WHERE oid IN (SELECT oid FROM Sightings s, Birds b WHERE b.bid = s.bid GROUP BY oid HAVING MAX(Count(*)) ORDER BY bid) GROUP BY oid HAVING Count(*) >= 2"	empty
2015	50134210	1	empty	"select O.name from Birds B, Observers O, Sightings S"	"SELECT O.name FROM Birds B, Observers O, Sightings S"	empty
2015	50134222	6	empty	"select distinct o.name from observers o where o.oid IN (select s.oid from (select count(*), species from birds b, sightings s where s.bid = b.bid group by s.species))"	"SELECT DISTINCT o.name FROM Observers o WHERE o.oid IN (SELECT s.oid FROM (SELECT Count(*), species FROM Birds b, Sightings s WHERE s.bid = b.bid GROUP BY s.species))"	empty
2015	50134240	5	merge 2 queries into one	"select MAX(ranking) from (select species, count(*) as ranking from (select species, bid, oid from Birds, Observers, Sightings where Observers.oid = Sightings.oid and Sightings.bid = Birds.bid group by bid, oid)) order by ranking"	"SELECT MAX(ranking) FROM (SELECT species, Count(*) AS ranking FROM (SELECT species, bid, oid FROM Birds, Observers, Sightings WHERE Observers.oid = Sightings.oid and Sightings.bid = Birds.bid GROUP BY bid, oid)) ORDER BY ranking"	empty
2015	50134295	2	invalid syntax	Select name from Observers where oid in (select oid from sightings where (select count(bid) from sightings order by oid) order by oid)	SELECT name FROM Observers WHERE oid IN (SELECT oid FROM Sightings WHERE (SELECT Count(bid) FROM Sightings ORDER  BY oid) ORDER BY oid)	empty
2015	50134358	6	empty	"Select o.names, b.species FROM Observers O, Birds B, Sightings S GROUP BY O.oid HAVING COUNT(*) = MAX(SELECT COUNT(*) FROM SIGHTINGS S, Birds B Group by B.species)"	"SELECT o.name, b.species FROM Observers O, Birds B, Sightings S GROUP BY O.oid HAVING Count(*) = MAX(SELECT Count(*) FROM Sightings S, Birds B GROUP BY B.species)"	empty
2015	50134375	3	invalid syntax	"select name from Observers where oid in (select oid from Sightings s, Birds b where b.bid = s.bid, count(*) as cbid group by bid having max(cbid))"	"SELECT name FROM Observers WHERE oid IN (SELECT oid FROM Sightings s, Birds b WHERE b.bid = s.bid, Count(*) AS cbid GROUP BY bid HAVING MAX(cbid))"	empty
2015	50134407	8	empty	"SELECT O.name FROM LEADERBOARD, (SELECT bid, MAX(c) FROM (SELECT oid, bid, count(*) as c FROM Sightings Group by oid, bid) AS LEADERBOARD Group by bid) AS CHAS WHERE L.oid = O.oid AND L.c = CHAS.c"	"SELECT O.name FROM LEADERBOARD L, Observers O, (SELECT bid, MAX(c) FROM (SELECT oid, bid, Count(*) AS c FROM Sightings GROUP BY oid, bid) LEADERBOARD GROUP BY bid) AS CHAS WHERE L.oid = O.oid AND L.c = CHAS.c"	empty
2015	50134551	2	blank	empty	empty	empty
